cimento,fck,fcj,ac,slump,dmax,agua,consumo_cimento,consumo_brita,consumo_areia,ar_incorporado,teor_argamassa
CP II 40,30,36.6,0.48,110,25,163,339.58,1075.33,832.2,2,52
CP II 40,30,36.6,0.48,120,25,170,354.17,1068,808.43,2,52
CP II 40,30,36.6,0.48,130,25,178,370.83,1059,781.86,2,52
CP II 40,30,36.6,0.48,140,25,185,385.42,1050,759.69,2,52
CP II 40,30,36.6,0.48,70,9.5,160,333.33,1103,818.94,2,51
CP II 40,30,36.6,0.48,80,9.5,165,343.75,1097,802.69,2,51
CP II 40,30,36.6,0.48,90,9.5,170,354.17,1090,787.39,2,51
CP II 40,30,36.6,0.48,100,9.5,175,364.58,1083.67,771.46,2,51
CP II 40,30,36.6,0.48,110,9.5,180,375,1078,754.89,2,51
CP II 40,30,36.6,0.48,120,9.5,185,385.42,1073,737.69,2,51
CP II 40,30,36.6,0.48,130,9.5,190,395.83,1066,722.4,2,51
CP II 40,30,36.6,0.48,140,9.5,195,406.25,1060,706.15,2,51
CP II 40,30,36.6,0.48,70,12.5,148,308.33,1116,859.27,2,51
CP II 40,30,36.6,0.48,80,12.5,155,322.92,1108,836.14,2,51
CP II 40,30,36.6,0.48,90,12.5,161,335.42,1102,815.49,2,51
CP II 40,30,36.6,0.48,100,12.5,167,347.92,1094.67,796.12,2,51
CP II 40,30,36.6,0.48,110,12.5,173,360.42,1087.67,776.43,2,51
CP II 40,30,36.6,0.48,120,12.5,180,375,1079,753.94,2,51
CP II 40,30,36.6,0.48,130,12.5,186,387.5,1072,734.25,2,51
CP II 40,30,36.6,0.48,140,12.5,192,400,1065,714.56,2,51
CP II 40,30,36.6,0.48,70,19,142,295.83,1125,877.05,2,51
CP II 40,30,36.6,0.48,80,19,149,310.42,1115,855.83,2,51
CP II 40,30,36.6,0.48,90,19,156,325,1107,832.7,2,51
CP II 40,30,36.6,0.48,100,19,163,339.58,1100,808.61,2,51
CP II 40,30,36.6,0.48,110,19,169,352.08,1091,790.83,2,51
CP II 40,30,36.6,0.48,120,19,176,366.67,1083,767.7,2,51
CP II 40,30,36.6,0.48,130,19,183,381.25,1074,745.53,2,51
CP II 40,30,36.6,0.48,140,19,190,395.83,1066,722.4,2,51
CP II 40,30,36.6,0.48,70,25,133,277.08,1136,906.11,2,51
CP II 40,30,36.6,0.48,80,25,140,291.67,1127,883.93,2,51
CP II 40,30,36.6,0.48,90,25,148,308.33,1118,857.36,2,51
CP II 40,30,36.6,0.48,100,25,155,322.92,1109,835.18,2,51
CP II 40,30,36.6,0.48,110,25,163,339.58,1100,808.61,2,51
CP II 40,30,36.6,0.48,120,25,170,354.17,1091,786.44,2,51
CP II 40,30,36.6,0.48,130,25,178,370.83,1082,759.86,2,51
CP II 40,30,36.6,0.48,140,25,185,385.42,1073,737.69,2,51
CP II 40,30,36.6,0.48,70,9.5,160,333.33,1125,797.9,2,50
CP II 40,30,36.6,0.48,80,9.5,165,343.75,1119,781.65,2,50
CP II 40,30,36.6,0.48,90,9.5,170,354.17,1113,765.4,2,50
CP II 40,30,36.6,0.48,100,9.5,175,364.58,1107,749.15,2,50
CP II 40,30,36.6,0.48,110,9.5,180,375,1101,732.9,2,50
CP II 40,30,36.6,0.48,120,9.5,185,385.42,1095,716.65,2,50
CP II 40,30,36.6,0.48,130,9.5,190,395.83,1089,700.4,2,50
CP II 40,30,36.6,0.48,140,9.5,195,406.25,1083,684.15,2,50
CP II 40,30,36.6,0.48,70,12.5,148,308.33,1141,835.36,2,50
CP II 40,30,36.6,0.48,80,12.5,155,322.92,1132,813.19,2,50
CP II 40,30,36.6,0.48,90,12.5,161,335.42,1125,793.5,2,50
CP II 40,30,36.6,0.48,100,12.5,167,347.92,1117,774.76,2,50
CP II 40,30,36.6,0.48,110,12.5,173,360.42,1109,756.03,2,50
CP II 40,30,36.6,0.48,120,12.5,180,375,1102,731.94,2,50
CP II 40,30,36.6,0.48,130,12.5,186,387.5,1093,714.16,2,50
CP II 40,30,36.6,0.48,140,12.5,192,400,1087,693.52,2,50
CP II 40,30,36.6,0.48,70,19,142,295.83,1148,855.05,2,50
CP II 40,30,36.6,0.48,80,19,149,310.42,1140,831.92,2,50
CP II 40,30,36.6,0.48,90,19,156,325,1131,809.75,2,50
CP II 40,30,36.6,0.48,100,19,163,339.58,1122.67,786.93,2,50
CP II 40,30,36.6,0.48,110,19,169,352.08,1114.17,768.68,2,50
CP II 40,30,36.6,0.48,120,19,176,366.67,1105.67,746.03,2,50
CP II 40,30,36.6,0.48,130,19,183,381.25,1097.17,723.37,2,50
CP II 40,30,36.6,0.48,140,19,190,395.83,1088.67,700.72,2,50
CP II 40,30,36.6,0.48,70,25,133,277.08,1158,885.07,2,50
CP II 40,30,36.6,0.48,80,25,140,291.67,1150,861.94,2,50
CP II 40,30,36.6,0.48,90,25,148,308.33,1141,835.36,2,50
CP II 40,30,36.6,0.48,100,25,155,322.92,1132.67,812.55,2,50
CP II 40,30,36.6,0.48,110,25,163,339.58,1123,786.62,2,50
CP II 40,30,36.6,0.48,120,25,170,354.17,1113,765.4,2,50
CP II 40,30,36.6,0.48,130,25,178,370.83,1103,739.78,2,50
CP II 40,30,36.6,0.48,140,25,185,385.42,1095,716.65,2,50
CP II 40,30,36.6,0.48,70,9.5,160,333.33,1148,775.9,2,49
CP II 40,30,36.6,0.48,80,9.5,165,343.75,1143,758.69,2,49
CP II 40,30,36.6,0.48,90,9.5,170,354.17,1136,743.4,2,49
CP II 40,30,36.6,0.48,100,9.5,175,364.58,1130.33,726.83,2,49
CP II 40,30,36.6,0.48,110,9.5,180,375,1124.33,710.58,2,49
CP II 40,30,36.6,0.48,120,9.5,185,385.42,1116,696.57,2,49
CP II 40,30,36.6,0.48,130,9.5,190,395.83,1110,680.32,2,49
CP II 40,30,36.6,0.48,140,9.5,195,406.25,1104,664.07,2,49
CP II 40,30,36.6,0.48,70,12.5,148,308.33,1163,814.32,2,49
CP II 40,30,36.6,0.48,80,12.5,155,322.92,1155,791.19,2,49
CP II 40,30,36.6,0.48,90,12.5,161,335.42,1147,772.46,2,49
CP II 40,30,36.6,0.48,100,12.5,167,347.92,1139,753.72,2,49
CP II 40,30,36.6,0.48,110,12.5,173,360.42,1133,733.08,2,49
CP II 40,30,36.6,0.48,120,12.5,180,375,1123,711.86,2,49
CP II 40,30,36.6,0.48,130,12.5,186,387.5,1115,693.12,2,49
CP II 40,30,36.6,0.48,140,12.5,192,400,1109,672.48,2,49
CP II 40,30,36.6,0.48,70,19,142,295.83,1170,834.01,2,49
CP II 40,30,36.6,0.48,80,19,149,310.42,1163,809.93,2,49
CP II 40,30,36.6,0.48,90,19,156,325,1153,788.71,2,49
CP II 40,30,36.6,0.48,100,19,163,339.58,1145,765.58,2,49
CP II 40,30,36.6,0.48,110,19,169,352.08,1136.5,747.32,2,49
CP II 40,30,36.6,0.48,120,19,176,366.67,1128,724.67,2,49
CP II 40,30,36.6,0.48,130,19,183,381.25,1119.5,702.01,2,49
CP II 40,30,36.6,0.48,140,19,190,395.83,1111,679.36,2,49
CP II 40,30,36.6,0.48,70,25,133,277.08,1182,862.11,2,49
CP II 40,30,36.6,0.48,80,25,140,291.67,1174,838.98,2,49
CP II 40,30,36.6,0.48,90,25,148,308.33,1163,814.32,2,49
CP II 40,30,36.6,0.48,100,25,155,322.92,1154,792.15,2,49
CP II 40,30,36.6,0.48,110,25,163,339.58,1144.5,766.05,2,49
CP II 40,30,36.6,0.48,120,25,170,354.17,1135,744.36,2,49
CP II 40,30,36.6,0.48,130,25,178,370.83,1125.5,718.26,2,49
CP II 40,30,36.6,0.48,140,25,185,385.42,1116,696.57,2,49
CP II 40,30,36.6,0.48,70,9.5,160,333.33,1172,752.95,2,48
CP II 40,30,36.6,0.48,80,9.5,165,343.75,1165,737.65,2,48
CP II 40,30,36.6,0.48,90,9.5,170,354.17,1158,722.36,2,48
CP II 40,30,36.6,0.48,100,9.5,175,364.58,1153,705.15,2,48
CP II 40,30,36.6,0.48,110,9.5,180,375,1146,689.86,2,48
CP II 40,30,36.6,0.48,120,9.5,185,385.42,1139,674.57,2,48
CP II 40,30,36.6,0.48,130,9.5,190,395.83,1132,659.28,2,48
CP II 40,30,36.6,0.48,140,9.5,195,406.25,1127,642.07,2,48
CP II 40,30,36.6,0.48,70,12.5,148,308.33,1187,791.37,2,48
CP II 40,30,36.6,0.48,80,12.5,155,322.92,1179,768.24,2,48
CP II 40,30,36.6,0.48,90,12.5,161,335.42,1169,751.42,2,48
CP II 40,30,36.6,0.48,100,12.5,167,347.92,1162,731.73,2,48
CP II 40,30,36.6,0.48,110,12.5,173,360.42,1154,712.99,2,48
CP II 40,30,36.6,0.48,120,12.5,180,375,1145,690.82,2,48
CP II 40,30,36.6,0.48,130,12.5,186,387.5,1137,672.08,2,48
CP II 40,30,36.6,0.48,140,12.5,192,400,1130,652.39,2,48
CP II 40,30,36.6,0.48,70,19,142,295.83,1195,810.1,2,48
CP II 40,30,36.6,0.48,80,19,149,310.42,1185,788.89,2,48
CP II 40,30,36.6,0.48,90,19,156,325,1177,765.75,2,48
CP II 40,30,36.6,0.48,100,19,163,339.58,1167.67,743.9,2,48
CP II 40,30,36.6,0.48,110,19,169,352.08,1161,723.89,2,48
CP II 40,30,36.6,0.48,120,19,176,366.67,1152,701.71,2,48
CP II 40,30,36.6,0.48,130,19,183,381.25,1143,679.54,2,48
CP II 40,30,36.6,0.48,140,19,190,395.83,1134,657.36,2,48
CP II 40,30,36.6,0.48,70,25,133,277.08,1205,840.12,2,48
CP II 40,30,36.6,0.48,80,25,140,291.67,1197,816.99,2,48
CP II 40,30,36.6,0.48,90,25,148,308.33,1187,791.37,2,48
CP II 40,30,36.6,0.48,100,25,155,322.92,1178.33,768.88,2,48
CP II 40,30,36.6,0.48,110,25,163,339.58,1167,744.54,2,48
CP II 40,30,36.6,0.48,120,25,170,354.17,1158,722.36,2,48
CP II 40,30,36.6,0.48,130,25,178,370.83,1149,695.79,2,48
CP II 40,30,36.6,0.48,140,25,185,385.42,1140,673.61,2,48
CP II 40,30,36.6,0.48,70,9.5,160,333.33,1194,731.91,2,47
CP II 40,30,36.6,0.48,80,9.5,165,343.75,1188,715.66,2,47
CP II 40,30,36.6,0.48,90,9.5,170,354.17,1182,699.41,2,47
CP II 40,30,36.6,0.48,100,9.5,175,364.58,1174,685.07,2,47
CP II 40,30,36.6,0.48,110,9.5,180,375,1168,668.82,2,47
CP II 40,30,36.6,0.48,120,9.5,185,385.42,1162,652.57,2,47
CP II 40,30,36.6,0.48,130,9.5,190,395.83,1156,636.32,2,47
CP II 40,30,36.6,0.48,140,9.5,195,406.25,1149,621.03,2,47
CP II 40,30,36.6,0.48,70,12.5,148,308.33,1209,770.33,2,47
CP II 40,30,36.6,0.48,80,12.5,155,322.92,1201,747.2,2,47
CP II 40,30,36.6,0.48,90,12.5,161,335.42,1193,728.47,2,47
CP II 40,30,36.6,0.48,100,12.5,167,347.92,1185,709.73,2,47
CP II 40,30,36.6,0.48,110,12.5,173,360.42,1177,691,2,47
CP II 40,30,36.6,0.48,120,12.5,180,375,1169,667.87,2,47
CP II 40,30,36.6,0.48,130,12.5,186,387.5,1161,649.13,2,47
CP II 40,30,36.6,0.48,140,12.5,192,400,1153,630.4,2,47
CP II 40,30,36.6,0.48,70,19,142,295.83,1217,789.06,2,47
CP II 40,30,36.6,0.48,80,19,149,310.42,1209,765.93,2,47
CP II 40,30,36.6,0.48,90,19,156,325,1199,744.71,2,47
CP II 40,30,36.6,0.48,100,19,163,339.58,1190.33,722.22,2,47
CP II 40,30,36.6,0.48,110,19,169,352.08,1183,702.85,2,47
CP II 40,30,36.6,0.48,120,19,176,366.67,1174,680.67,2,47
CP II 40,30,36.6,0.48,130,19,183,381.25,1163.33,660.09,2,47
CP II 40,30,36.6,0.48,140,19,190,395.83,1154.33,637.92,2,47
CP II 40,30,36.6,0.48,70,25,133,277.08,1229,817.17,2,47
CP II 40,30,36.6,0.48,80,25,140,291.67,1221,794.03,2,47
CP II 40,30,36.6,0.48,90,25,148,308.33,1211,768.42,2,47
CP II 40,30,36.6,0.48,100,25,155,322.92,1200,748.16,2,47
CP II 40,30,36.6,0.48,110,25,163,339.58,1191,721.58,2,47
CP II 40,30,36.6,0.48,120,25,170,354.17,1182,699.41,2,47
CP II 40,30,36.6,0.48,130,25,178,370.83,1170,675.7,2,47
CP II 40,30,36.6,0.48,140,25,185,385.42,1162,652.57,2,47
CP II 40,30,36.6,0.48,70,9.5,160,333.33,1217,709.91,2,46
CP II 40,30,36.6,0.48,80,9.5,165,343.75,1211,693.66,2,46
CP II 40,30,36.6,0.48,90,9.5,170,354.17,1205,677.41,2,46
CP II 40,30,36.6,0.48,100,9.5,175,364.58,1197,663.07,2,46
CP II 40,30,36.6,0.48,110,9.5,180,375,1191,646.83,2,46
CP II 40,30,36.6,0.48,120,9.5,185,385.42,1185,630.58,2,46
CP II 40,30,36.6,0.48,130,9.5,190,395.83,1177,616.24,2,46
CP II 40,30,36.6,0.48,140,9.5,195,406.25,1171,599.99,2,46
CP II 40,30,36.6,0.48,70,12.5,148,308.33,1233,747.38,2,46
CP II 40,30,36.6,0.48,80,12.5,155,322.92,1225,724.25,2,46
CP II 40,30,36.6,0.48,90,12.5,161,335.42,1217,705.51,2,46
CP II 40,30,36.6,0.48,100,12.5,167,347.92,1209,686.78,2,46
CP II 40,30,36.6,0.48,110,12.5,173,360.42,1201,668.04,2,46
CP II 40,30,36.6,0.48,120,12.5,180,375,1191,646.83,2,46
CP II 40,30,36.6,0.48,130,12.5,186,387.5,1183,628.09,2,46
CP II 40,30,36.6,0.48,140,12.5,192,400,1175,609.36,2,46
CP II 40,30,36.6,0.48,70,19,142,295.83,1241,766.11,2,46
CP II 40,30,36.6,0.48,80,19,149,310.42,1233,742.98,2,46
CP II 40,30,36.6,0.48,90,19,156,325,1223,721.76,2,46
CP II 40,30,36.6,0.48,100,19,163,339.58,1214.33,699.27,2,46
CP II 40,30,36.6,0.48,110,19,169,352.08,1205.33,681.49,2,46
CP II 40,30,36.6,0.48,120,19,176,366.67,1196.33,659.32,2,46
CP II 40,30,36.6,0.48,130,19,183,381.25,1187.33,637.14,2,46
CP II 40,30,36.6,0.48,140,19,190,395.83,1178.33,614.96,2,46
CP II 40,30,36.6,0.48,70,25,133,277.08,1253,794.21,2,46
CP II 40,30,36.6,0.48,80,25,140,291.67,1245,771.08,2,46
CP II 40,30,36.6,0.48,90,25,148,308.33,1233,747.38,2,46
CP II 40,30,36.6,0.48,100,25,155,322.92,1223.67,725.52,2,46
CP II 40,30,36.6,0.48,110,25,163,339.58,1213.67,699.91,2,46
CP II 40,30,36.6,0.48,120,25,170,354.17,1203.67,678.69,2,46
CP II 40,30,36.6,0.48,130,25,178,370.83,1193.67,653.07,2,46
CP II 40,30,36.6,0.48,140,25,185,385.42,1183.67,631.85,2,46
CP II 40,30,36.6,0.48,70,9.5,160,333.33,1241,686.96,2,45
CP II 40,30,36.6,0.48,80,9.5,165,343.75,1233,672.62,2,45
CP II 40,30,36.6,0.48,90,9.5,170,354.17,1227,656.37,2,45
CP II 40,30,36.6,0.48,100,9.5,175,364.58,1219.67,641.4,2,45
CP II 40,30,36.6,0.48,110,9.5,180,375,1212.67,626.1,2,45
CP II 40,30,36.6,0.48,120,9.5,185,385.42,1205.67,610.81,2,45
CP II 40,30,36.6,0.48,130,9.5,190,395.83,1198.67,595.52,2,45
CP II 40,30,36.6,0.48,140,9.5,195,406.25,1193,578.95,2,45
CP II 40,30,36.6,0.48,70,12.5,148,308.33,1257,724.42,2,45
CP II 40,30,36.6,0.48,80,12.5,155,322.92,1247,703.21,2,45
CP II 40,30,36.6,0.48,90,12.5,161,335.42,1239,684.47,2,45
CP II 40,30,36.6,0.48,100,12.5,167,347.92,1231,665.74,2,45
CP II 40,30,36.6,0.48,110,12.5,173,360.42,1223,647,2,45
CP II 40,30,36.6,0.48,120,12.5,180,375,1214,624.83,2,45
CP II 40,30,36.6,0.48,130,12.5,186,387.5,1205,607.05,2,45
CP II 40,30,36.6,0.48,140,12.5,192,400,1196,589.27,2,45
CP II 40,30,36.6,0.48,70,19,142,295.83,1264,744.12,2,45
CP II 40,30,36.6,0.48,80,19,149,310.42,1255,721.94,2,45
CP II 40,30,36.6,0.48,90,19,156,325,1246,699.77,2,45
CP II 40,30,36.6,0.48,100,19,163,339.58,1237,677.59,2,45
CP II 40,30,36.6,0.48,110,19,169,352.08,1228,659.81,2,45
CP II 40,30,36.6,0.48,120,19,176,366.67,1219,637.64,2,45
CP II 40,30,36.6,0.48,130,19,183,381.25,1210,615.46,2,45
CP II 40,30,36.6,0.48,140,19,190,395.83,1199,595.2,2,45
CP II 40,30,36.6,0.48,70,25,133,277.08,1277,771.26,2,45
CP II 40,30,36.6,0.48,80,25,140,291.67,1267,750.04,2,45
CP II 40,30,36.6,0.48,90,25,148,308.33,1257,724.42,2,45
CP II 40,30,36.6,0.48,100,25,155,322.92,1247,703.21,2,45
CP II 40,30,36.6,0.48,110,25,163,339.58,1237,677.59,2,45
CP II 40,30,36.6,0.48,120,25,170,354.17,1227,656.37,2,45
CP II 40,30,36.6,0.48,130,25,178,370.83,1217,630.76,2,45
CP II 40,30,36.6,0.48,140,25,185,385.42,1207,609.54,2,45
CP II 40,35,41.6,0.43,70,9.5,160,372.09,900,980.19,2,60
CP II 40,35,41.6,0.43,80,9.5,165,383.72,894,962.92,2,60
CP II 40,35,41.6,0.43,90,9.5,170,395.35,890,943.73,2,60
CP II 40,35,41.6,0.43,100,9.5,175,406.98,884.67,925.81,2,60
CP II 40,35,41.6,0.43,110,9.5,180,418.6,879.67,907.58,2,60
CP II 40,35,41.6,0.43,120,9.5,185,430.23,874.67,889.35,2,60
CP II 40,35,41.6,0.43,130,9.5,190,441.86,869.67,871.11,2,60
CP II 40,35,41.6,0.43,140,9.5,195,453.49,864.67,852.88,2,60
CP II 40,35,41.6,0.43,70,12.5,148,344.19,912,1023.95,2,60
CP II 40,35,41.6,0.43,80,12.5,155,360.47,905,998.43,2,60
CP II 40,35,41.6,0.43,90,12.5,161,374.42,898,977.5,2,60
CP II 40,35,41.6,0.43,100,12.5,167,388.37,893,954.67,2,60
CP II 40,35,41.6,0.43,110,12.5,173,402.33,886,933.74,2,60
CP II 40,35,41.6,0.43,120,12.5,180,418.6,879,908.22,2,60
CP II 40,35,41.6,0.43,130,12.5,186,432.56,873,886.34,2,60
CP II 40,35,41.6,0.43,140,12.5,192,446.51,869,862.55,2,60
CP II 40,35,41.6,0.43,70,19,142,330.23,917,1046.79,2,60
CP II 40,35,41.6,0.43,80,19,149,346.51,911,1020.31,2,60
CP II 40,35,41.6,0.43,90,19,156,362.79,903,995.74,2,60
CP II 40,35,41.6,0.43,100,19,163,379.07,896.33,969.89,2,60
CP II 40,35,41.6,0.43,110,19,169,393.02,891,947.37,2,60
CP II 40,35,41.6,0.43,120,19,176,409.3,884,921.85,2,60
CP II 40,35,41.6,0.43,130,19,183,425.58,877,896.32,2,60
CP II 40,35,41.6,0.43,140,19,190,441.86,870,870.79,2,60
CP II 40,35,41.6,0.43,70,25,133,309.3,927,1078.65,2,60
CP II 40,35,41.6,0.43,80,25,140,325.58,919,1054.08,2,60
CP II 40,35,41.6,0.43,90,25,148,344.19,911,1024.91,2,60
CP II 40,35,41.6,0.43,100,25,155,360.47,905,998.43,2,60
CP II 40,35,41.6,0.43,110,25,163,379.07,897,969.25,2,60
CP II 40,35,41.6,0.43,120,25,170,395.35,889,944.68,2,60
CP II 40,35,41.6,0.43,130,25,178,413.95,881,915.51,2,60
CP II 40,35,41.6,0.43,140,25,185,430.23,875,889.03,2,60
CP II 40,35,41.6,0.43,70,9.5,160,372.09,922,959.15,2,59
CP II 40,35,41.6,0.43,80,9.5,165,383.72,917,940.92,2,59
CP II 40,35,41.6,0.43,90,9.5,170,395.35,912,922.69,2,59
CP II 40,35,41.6,0.43,100,9.5,175,406.98,907,904.45,2,59
CP II 40,35,41.6,0.43,110,9.5,180,418.6,902,886.22,2,59
CP II 40,35,41.6,0.43,120,9.5,185,430.23,897,867.99,2,59
CP II 40,35,41.6,0.43,130,9.5,190,441.86,892,849.75,2,59
CP II 40,35,41.6,0.43,140,9.5,195,453.49,887,831.52,2,59
CP II 40,35,41.6,0.43,70,12.5,148,344.19,935,1001.96,2,59
CP II 40,35,41.6,0.43,80,12.5,155,360.47,927,977.39,2,59
CP II 40,35,41.6,0.43,90,12.5,161,374.42,921,955.51,2,59
CP II 40,35,41.6,0.43,100,12.5,167,388.37,916,932.67,2,59
CP II 40,35,41.6,0.43,110,12.5,173,402.33,909,911.75,2,59
CP II 40,35,41.6,0.43,120,12.5,180,418.6,903,885.26,2,59
CP II 40,35,41.6,0.43,130,12.5,186,432.56,895,865.3,2,59
CP II 40,35,41.6,0.43,140,12.5,192,446.51,889,843.42,2,59
CP II 40,35,41.6,0.43,70,19,142,330.23,941,1023.84,2,59
CP II 40,35,41.6,0.43,80,19,149,346.51,933,999.27,2,59
CP II 40,35,41.6,0.43,90,19,156,362.79,927,972.78,2,59
CP II 40,35,41.6,0.43,100,19,163,379.07,919.67,947.58,2,59
CP II 40,35,41.6,0.43,110,19,169,393.02,912.67,926.65,2,59
CP II 40,35,41.6,0.43,120,19,176,409.3,905.67,901.13,2,59
CP II 40,35,41.6,0.43,130,19,183,425.58,898.67,875.6,2,59
CP II 40,35,41.6,0.43,140,19,190,441.86,891.67,850.07,2,59
CP II 40,35,41.6,0.43,70,25,133,309.3,949,1057.61,2,59
CP II 40,35,41.6,0.43,80,25,140,325.58,943,1031.13,2,59
CP II 40,35,41.6,0.43,90,25,148,344.19,935,1001.96,2,59
CP II 40,35,41.6,0.43,100,25,155,360.47,928.33,976.11,2,59
CP II 40,35,41.6,0.43,110,25,163,379.07,920,947.26,2,59
CP II 40,35,41.6,0.43,120,25,170,395.35,912,922.69,2,59
CP II 40,35,41.6,0.43,130,25,178,413.95,905,892.56,2,59
CP II 40,35,41.6,0.43,140,25,185,430.23,897,867.99,2,59
CP II 40,35,41.6,0.43,70,9.5,160,372.09,945,937.16,2,58
CP II 40,35,41.6,0.43,80,9.5,165,383.72,939,919.88,2,58
CP II 40,35,41.6,0.43,90,9.5,170,395.35,935,900.69,2,58
CP II 40,35,41.6,0.43,100,9.5,175,406.98,929.67,882.78,2,58
CP II 40,35,41.6,0.43,110,9.5,180,418.6,924.67,864.54,2,58
CP II 40,35,41.6,0.43,120,9.5,185,430.23,919.67,846.31,2,58
CP II 40,35,41.6,0.43,130,9.5,190,441.86,914.67,828.08,2,58
CP II 40,35,41.6,0.43,140,9.5,195,453.49,909.67,809.84,2,58
CP II 40,35,41.6,0.43,70,12.5,148,344.19,958,979.96,2,58
CP II 40,35,41.6,0.43,80,12.5,155,360.47,949,956.35,2,58
CP II 40,35,41.6,0.43,90,12.5,161,374.42,943,934.47,2,58
CP II 40,35,41.6,0.43,100,12.5,167,388.37,937,912.59,2,58
CP II 40,35,41.6,0.43,110,12.5,173,402.33,931,890.71,2,58
CP II 40,35,41.6,0.43,120,12.5,180,418.6,924,865.18,2,58
CP II 40,35,41.6,0.43,130,12.5,186,432.56,919,842.35,2,58
CP II 40,35,41.6,0.43,140,12.5,192,446.51,912,821.42,2,58
CP II 40,35,41.6,0.43,70,19,142,330.23,964,1001.84,2,58
CP II 40,35,41.6,0.43,80,19,149,346.51,957,976.31,2,58
CP II 40,35,41.6,0.43,90,19,156,362.79,949,951.74,2,58
CP II 40,35,41.6,0.43,100,19,163,379.07,941.67,926.54,2,58
CP II 40,35,41.6,0.43,110,19,169,393.02,936,904.34,2,58
CP II 40,35,41.6,0.43,120,19,176,409.3,929,878.81,2,58
CP II 40,35,41.6,0.43,130,19,183,425.58,921,854.24,2,58
CP II 40,35,41.6,0.43,140,19,190,441.86,914,828.71,2,58
CP II 40,35,41.6,0.43,70,25,133,309.3,972,1035.62,2,58
CP II 40,35,41.6,0.43,80,25,140,325.58,965,1010.09,2,58
CP II 40,35,41.6,0.43,90,25,148,344.19,957,980.92,2,58
CP II 40,35,41.6,0.43,100,25,155,360.47,949.67,955.71,2,58
CP II 40,35,41.6,0.43,110,25,163,379.07,942.17,926.06,2,58
CP II 40,35,41.6,0.43,120,25,170,395.35,934.67,901.01,2,58
CP II 40,35,41.6,0.43,130,25,178,413.95,927.17,871.36,2,58
CP II 40,35,41.6,0.43,140,25,185,430.23,919.67,846.31,2,58
CP II 40,35,41.6,0.43,70,9.5,160,372.09,968,915.16,2,57
CP II 40,35,41.6,0.43,80,9.5,165,383.72,962,897.88,2,57
CP II 40,35,41.6,0.43,90,9.5,170,395.35,957,879.65,2,57
CP II 40,35,41.6,0.43,100,9.5,175,406.98,951.33,862.06,2,57
CP II 40,35,41.6,0.43,110,9.5,180,418.6,945.83,844.3,2,57
CP II 40,35,41.6,0.43,120,9.5,185,430.23,940.33,826.55,2,57
CP II 40,35,41.6,0.43,130,9.5,190,441.86,937,806.72,2,57
CP II 40,35,41.6,0.43,140,9.5,195,453.49,931,789.44,2,57
CP II 40,35,41.6,0.43,70,12.5,148,344.19,980,958.92,2,57
CP II 40,35,41.6,0.43,80,12.5,155,360.47,974,932.44,2,57
CP II 40,35,41.6,0.43,90,12.5,161,374.42,967,911.51,2,57
CP II 40,35,41.6,0.43,100,12.5,167,388.37,960.67,889.95,2,57
CP II 40,35,41.6,0.43,110,12.5,173,402.33,954.17,868.55,2,57
CP II 40,35,41.6,0.43,120,12.5,180,418.6,947.67,842.55,2,57
CP II 40,35,41.6,0.43,130,12.5,186,432.56,941.17,821.15,2,57
CP II 40,35,41.6,0.43,140,12.5,192,446.51,934.67,799.74,2,57
CP II 40,35,41.6,0.43,70,19,142,330.23,987,979.84,2,57
CP II 40,35,41.6,0.43,80,19,149,346.51,980,954.32,2,57
CP II 40,35,41.6,0.43,90,19,156,362.79,972,929.75,2,57
CP II 40,35,41.6,0.43,100,19,163,379.07,964.67,904.54,2,57
CP II 40,35,41.6,0.43,110,19,169,393.02,957.17,884.09,2,57
CP II 40,35,41.6,0.43,120,19,176,409.3,951,857.77,2,57
CP II 40,35,41.6,0.43,130,19,183,425.58,944,832.24,2,57
CP II 40,35,41.6,0.43,140,19,190,441.86,937,806.72,2,57
CP II 40,35,41.6,0.43,70,25,133,309.3,997,1011.71,2,57
CP II 40,35,41.6,0.43,80,25,140,325.58,989,987.14,2,57
CP II 40,35,41.6,0.43,90,25,148,344.19,981,957.96,2,57
CP II 40,35,41.6,0.43,100,25,155,360.47,973,933.39,2,57
CP II 40,35,41.6,0.43,110,25,163,379.07,965,904.22,2,57
CP II 40,35,41.6,0.43,120,25,170,395.35,957,879.65,2,57
CP II 40,35,41.6,0.43,130,25,178,413.95,949,850.48,2,57
CP II 40,35,41.6,0.43,140,25,185,430.23,941,825.91,2,57
CP II 40,35,41.6,0.43,70,9.5,160,372.09,991,893.16,2,56
CP II 40,35,41.6,0.43,80,9.5,165,383.72,984,876.84,2,56
CP II 40,35,41.6,0.43,90,9.5,170,395.35,979,858.61,2,56
CP II 40,35,41.6,0.43,100,9.5,175,406.98,975,839.42,2,56
CP II 40,35,41.6,0.43,110,9.5,180,418.6,969,822.14,2,56
CP II 40,35,41.6,0.43,120,9.5,185,430.23,963,804.87,2,56
CP II 40,35,41.6,0.43,130,9.5,190,441.86,958,786.63,2,56
CP II 40,35,41.6,0.43,140,9.5,195,453.49,952,769.36,2,56
CP II 40,35,41.6,0.43,70,12.5,148,344.19,1004,935.97,2,56
CP II 40,35,41.6,0.43,80,12.5,155,360.47,995,912.35,2,56
CP II 40,35,41.6,0.43,90,12.5,161,374.42,990,889.52,2,56
